imDbId,title,fullTitle,type,year,imDb,metacritic,theMovieDb,rottenTomatoes,tV_com,filmAffinity,errorMessage
tt1302006,The Irishman,The Irishman (2019),Movie,2019,7.8,94,7.7,95,,7.3,
tt5074352,Dangal,Dangal (2016),Movie,2016,8.4,,8,,,7.4,
tt11989890,David Attenborough: A Life on Our Planet,David Attenborough: A Life on Our Planet (2020),Movie,2020,9,72,8.6,95,,8.1,
tt0169102,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India (2001),Movie,2001,8.1,84,7.4,95,,7,
tt0384766,Rome,Rome (TV Series 2005–2007),TVSeries,2005,8.7,70,8.2,86,8.8,7.8,
tt3846674,To All the Boys I've Loved Before,To All the Boys I've Loved Before (2018),Movie,2018,7.1,64,7.8,,,5.6,
tt11464826,The Social Dilemma,The Social Dilemma (2020),Movie,2020,7.6,78,7.5,85,,6.8,
tt3967856,Okja,Okja (2017),Movie,2017,7.3,75,7.5,,,6.6,
tt6412452,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs (2018),Movie,2018,7.3,79,7.2,89,,6.5,
tt1070874,The Trial of the Chicago 7,The Trial of the Chicago 7 (2020),Movie,2020,7.8,76,7.8,89,,7.1,
tt10324144,Article 15,Article 15 (2019),Movie,2019,8.2,,7.7,90,,6.9,
tt7214762,Jim & Andy: The Great Beyond,Jim & Andy: The Great Beyond (2017),Movie,2017,7.7,77,7.6,,,7.4,
tt8526872,Dolemite Is My Name,Dolemite Is My Name (2019),Movie,2019,7.3,76,7.1,97,,6.3,
tt2396589,Mudbound,Mudbound (2017),Movie,2017,7.4,85,7.5,97,,6.7,
tt0367110,Swades,Swades (2004),Movie,2004,8.2,,7.4,83,,6.7,
tt9412098,Fyre,Fyre (2019),Movie,2019,7.2,75,6.9,92,,6.5,
tt11388580,Miss Americana,Miss Americana (2020),Movie,2020,7.4,65,7.9,91,,6.2,
tt3455224,Virunga,Virunga (2014),Movie,2014,8.2,95,8,,,7.8,
tt11649338,Black Friday,Black Friday (2021),Movie,2021,,,9,,,,
tt4934950,Talvar,Talvar (2015),Movie,2015,8.2,,7.6,,,6.4,
tt7984766,The King,The King (2019),Movie,2019,7.2,62,7.2,71,,6.4,
tt8271714,John Mulaney: Kid Gorgeous at Radio City,John Mulaney: Kid Gorgeous at Radio City (2018),Movie,2018,8,,8,,,6.7,
tt6292852,I Am Mother,I Am Mother (2019),Movie,2019,6.7,64,6.7,91,,6.2,
tt10474134,Dime Quién Soy: Mistress of War,Dime Quién Soy: Mistress of War (2020–2021),TVSeries,2020,6.9,,7.6,,,5.9,
tt0407887,The Departed,The Departed (2006),Movie,2006,8.5,85,8.2,90,,7.9,
tt4908644,Winter on Fire: Ukraine's Fight for Freedom,Winter on Fire: Ukraine's Fight for Freedom (2015),Movie,2015,8.4,79,8,,,7,
tt0103064,Terminator 2: Judgment Day,Terminator 2: Judgment Day (1991),Movie,1991,8.5,75,8,,9.4,7.5,
tt9806192,I Lost My Body,I Lost My Body (2019),Movie,2019,7.6,81,7.6,96,,7.1,
tt1853728,Django Unchained,Django Unchained (2012),Movie,2012,8.4,81,8.1,,8.6,7.9,
tt9683478,The Half of It,The Half of It (2020),Movie,2020,6.9,74,7.2,97,,5.9,
tt7533152,The Boy Who Harnessed the Wind,The Boy Who Harnessed the Wind (2019),Movie,2019,7.6,68,8,86,,6.9,
tt7395114,The Devil All the Time,The Devil All the Time (2020),Movie,2020,7.1,55,7.3,64,,6.5,
tt2452386,The Fundamentals of Caring,The Fundamentals of Caring (2016),Movie,2016,7.3,55,7.3,,,6.4,
tt11161474,Pieces of a Woman,Pieces of a Woman (2020),Movie,2020,7.1,66,7.1,75,,6.5,
tt3748172,Gerald's Game,Gerald's Game (2017),Movie,2017,6.5,77,6.4,91,,5.6,
tt5607714,On Body and Soul,On Body and Soul (2017),Movie,2017,7.6,77,7.2,,,6.8,
tt1130884,Shutter Island,Shutter Island (2010),Movie,2010,8.2,63,8.2,,,7.6,
tt7374948,Always Be My Maybe,Always Be My Maybe (2019),Movie,2019,6.8,64,6.7,90,,5.2,
tt1675434,The Intouchables,The Intouchables (2011),Movie,2011,8.5,57,8.3,,,8,
tt10847306,Bill Burr: Paper Tiger,Bill Burr: Paper Tiger (2019),Movie,2019,8.2,,7.4,86,,7.1,
tt2377938,Special 26,Special 26 (2013),Movie,2013,8,,7.3,,,6,
tt8618654,Kiss the Ground,Kiss the Ground (2020),Movie,2020,8.3,,8.2,88,,7.3,
tt8923484,Crip Camp,Crip Camp (2020),Movie,2020,7.7,86,7.2,,,7,
tt8936646,Extraction,Extraction (2020),Movie,2020,6.7,56,7.4,67,,5.9,
tt0248126,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham... (2001),Movie,2001,7.4,,7.8,100,,6.9,
tt8508734,His House,His House (2020),Movie,2020,6.5,72,6.6,100,,5.5,
tt7019942,Super Deluxe,Super Deluxe (2019),Movie,2019,8.3,,7.9,80,,,
tt1289403,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society (2018),Movie,2018,7.4,65,7.5,,,6.4,
tt3260524,A Secret Love,A Secret Love (2020),Movie,2020,7.9,77,7.5,100,,7,
tt6116856,The Night Comes for Us,The Night Comes for Us (2018),Movie,2018,7,69,6.9,91,,6.3,
tt0118715,The Big Lebowski,The Big Lebowski (1998),Movie,1998,8.1,71,7.9,,,7.6,
tt7218518,Pad Man,Pad Man (2018),Movie,2018,7.9,,7.4,,,7,
tt9351980,American Factory,American Factory (2019),Movie,2019,7.4,86,7.2,96,,6.6,
tt2737304,Bird Box,Bird Box (2018),Movie,2018,6.6,51,6.9,63,,5.7,
tt0253474,The Pianist,The Pianist (2002),Movie,2002,8.5,85,8.4,,,8.2,
tt1187043,3 Idiots,3 Idiots (2009),Movie,2009,8.4,67,8,100,,7.5,
tt4562518,The Distinguished Citizen,The Distinguished Citizen (2016),Movie,2016,7.5,,7.3,,,7.1,
tt6193408,A Shaun the Sheep Movie: Farmageddon,A Shaun the Sheep Movie: Farmageddon (2019),Movie,2019,6.8,79,7,,,6.3,
tt0066921,A Clockwork Orange,A Clockwork Orange (1971),Movie,1971,8.3,77,8.2,,,8.2,
tt1536537,What Happened to Monday,What Happened to Monday (2017),Movie,2017,6.9,47,7.2,,,5.7,
tt5087554,Anthony Jeselnik: Thoughts and Prayers,Anthony Jeselnik: Thoughts and Prayers (2015),Movie,2015,7.8,,7.5,100,,7,
tt6073176,The White Helmets,The White Helmets (2016),Movie,2016,7.5,,7.5,,,5.7,
tt6752992,Happy as Lazzaro,Happy as Lazzaro (2018),Movie,2018,7.5,87,7.5,,,7.2,
tt6333054,Chasing Coral,Chasing Coral (2017),Movie,2017,8.1,86,7.9,,,7.4,
tt0347304,Kal Ho Naa Ho,Kal Ho Naa Ho (2003),Movie,2003,7.9,54,7.5,70,,6.9,
tt0457430,Pan's Labyrinth,Pan's Labyrinth (2006),Movie,2006,8.2,98,7.7,95,,7.2,
tt5598216,Team Foxcatcher,Team Foxcatcher (2016),Movie,2016,7.3,,7.2,,,6.6,
tt1979320,Rush,Rush (2013),Movie,2013,8.1,74,7.7,,,7.2,
tt1156398,Zombieland,Zombieland (2009),Movie,2009,7.6,73,7.3,89,,6.6,
tt8580274,Eurovision Song Contest: The Story of Fire Saga,Eurovision Song Contest: The Story of Fire Saga (2020),Movie,2020,6.5,50,6.5,,,5.6,
tt4900716,Kapoor & Sons,Kapoor & Sons (2016),Movie,2016,7.7,,7.1,,,6.8,
tt7772580,The Perfection,The Perfection (2018),Movie,2018,6.1,60,6.6,,,5.6,
tt10810424,Dave Chappelle: Sticks & Stones,Dave Chappelle: Sticks & Stones (2019),Movie,2019,8.5,,7.7,35,,7,
tt0469494,There Will Be Blood,There Will Be Blood (2007),Movie,2007,8.2,93,8.1,,8.8,7.2,
tt0405159,Million Dollar Baby,Million Dollar Baby (2004),Movie,2004,8.1,86,8,90,,8,
tt1285016,The Social Network,The Social Network (2010),Movie,2010,7.7,95,7.3,,8.1,6.8,
tt2990140,The Christmas Chronicles,The Christmas Chronicles (2018),Movie,2018,7,52,7.1,,,5.6,
tt0095953,Rain Man,Rain Man (1988),Movie,1988,8,65,7.8,89,,7.4,
tt7320560,Cuba and the Cameraman,Cuba and the Cameraman (2017),Movie,2017,8.3,82,7.6,,,7.8,
tt5638642,The Ritual,The Ritual (2017),Movie,2017,6.3,57,6.2,,,5.4,
tt9506474,The Hater,The Hater (2020),Movie,2020,7.1,61,7,83,,6.4,
tt6016744,The Edge of Democracy,The Edge of Democracy (2019),Movie,2019,7.2,81,7.8,,,7.1,
tt7280898,22-Jul,22 July (2018),Movie,2018,6.8,69,7.2,81,,6,
tt9036126,Adam Sandler: 100% Fresh,Adam Sandler: 100% Fresh (2018),Movie,2018,7.6,,7.3,,,7.1,
tt0280720,The Guru,The Guru (2002),Movie,2002,5.4,47,5.1,57,,4,
tt6792282,A Twelve-Year Night,A Twelve-Year Night (2018),Movie,2018,7.6,,7.5,,,6.9,
tt4878482,Dumplin',Dumplin' (2018),Movie,2018,6.6,53,6.9,,,5.1,
tt0071315,Chinatown,Chinatown (1974),Movie,1974,8.1,92,7.9,,,7.9,
tt0327056,Mystic River,Mystic River (2003),Movie,2003,7.9,84,7.7,,8.2,8,
tt2980516,The Theory of Everything,The Theory of Everything (2014),Movie,2014,7.7,72,7.9,,,7,
tt8716334,Springsteen on Broadway,Springsteen on Broadway (2018),Movie,2018,8.5,87,8.1,,,8,
tt10627584,The Life Ahead,The Life Ahead (2020),Movie,2020,6.8,66,6.7,92,,6.1,
tt0362227,The Terminal,The Terminal (2004),Movie,2004,7.4,55,7.3,61,,6.5,
tt0446029,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World (2010),Movie,2010,7.5,69,7.4,,,6.6,
tt1787660,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey (2011),Movie,2011,7.6,71,7.4,95,,6.9,
tt0079470,Monty Python's Life of Brian,Monty Python's Life of Brian (1979),Movie,1979,8.1,77,7.8,,,7.9,
tt4610378,The Resistance Banker,The Resistance Banker (2018),Movie,2018,6.9,,6.7,100,,5.8,
tt1333125,Movie 43,Movie 43 (2013),Movie,2013,4.3,18,4.5,,4.2,4.1,
tt3922798,The Siege of Jadotville,The Siege of Jadotville (2016),Movie,2016,7.2,,7.2,64,,6.2,
tt4846318,Into the Inferno,Into the Inferno (2016),Movie,2016,7.2,76,7,,,6.8,
tt7830574,Ricky Gervais: Humanity,Ricky Gervais: Humanity (2018),Movie,2018,8,,7.8,,,7.3,
tt11958344,A Whisker Away,A Whisker Away (2020),Movie,2020,6.7,,8.1,,,6.1,
tt4925292,Lady Bird,Lady Bird (2017),Movie,2017,7.4,94,7.3,,,6.6,
tt0257044,Road to Perdition,Road to Perdition (2002),Movie,2002,7.7,72,7.4,81,,7.6,
tt0118749,Boogie Nights,Boogie Nights (1997),Movie,1997,7.9,85,7.6,93,,7.3,
tt0100802,Total Recall,Total Recall (1990),Movie,1990,7.5,57,7.2,,9.7,6.8,
tt14544192,Inside,Inside (2021),Movie,2021,8.9,,8.3,90,,7.9,
tt0099348,Dances with Wolves,Dances with Wolves (1990),Movie,1990,8,72,7.9,,,7.4,
tt4434004,Udta Punjab,Udta Punjab (2016),Movie,2016,7.8,,7.2,,,6.4,
tt6967980,Seeking True Love,Seeking True Love (2017),Movie,2017,7.5,,6.8,,,5.8,
tt4730986,Divines,Divines (2016),Movie,2016,7.4,71,7.8,84,,6.7,
tt7252000,Maktub,Maktub (2017),Movie,2017,7.4,,6.7,,,6.4,
tt6692354,Ittefaq,Ittefaq (2017),Movie,2017,7.2,,7,,,6.4,
tt8465676,Hannah Gadsby: Nanette,Hannah Gadsby: Nanette (2018),Movie,2018,8.3,,8.2,100,,7.8,
tt7410684,Ali Wong: Hard Knock Wife,Ali Wong: Hard Knock Wife (2018),Movie,2018,7.4,,7,100,,7,
tt0814314,Seven Pounds,Seven Pounds (2008),Movie,2008,7.6,36,7.6,,,7.1,
tt5727208,Uncut Gems,Uncut Gems (2019),Movie,2019,7.4,91,7.1,,,6.6,
tt0486655,Stardust,Stardust (2007),Movie,2007,7.6,66,7.2,77,,6.6,
tt5723286,Wheelman,Wheelman (2017),Movie,2017,6.4,66,6.1,,,5.5,
tt1655442,The Artist,The Artist (2011),Movie,2011,7.9,89,7.4,,,7.6,
tt7121252,On My Skin: The Last Seven Days of Stefano Cucchi,On My Skin: The Last Seven Days of Stefano Cucchi (2018),Movie,2018,7.3,,8.1,,,6.9,
tt7291268,Gaga: Five Foot Two,Gaga: Five Foot Two (2017),Movie,2017,7,63,7.6,,,6.3,
tt0970179,Hugo,Hugo (2011),Movie,2011,7.5,83,7.2,,9.1,6.8,
tt1649419,The Impossible,The Impossible (2012),Movie,2012,7.6,73,7.3,,,6.8,
tt2005151,War Dogs,War Dogs (2016),Movie,2016,7.1,57,6.9,61,,6.3,
tt1220719,Ip Man,Ip Man (2008),Movie,2008,8,59,7.7,86,,7.3,
tt12038300,The Speed Cubers,The Speed Cubers (2020),Movie,2020,7.4,,7.6,100,,6.5,
tt11163014,Mike Birbiglia: The New One,Mike Birbiglia: The New One (2019),Movie,2019,7.7,,7.3,100,,7,
tt5323662,A Silent Voice: The Movie,A Silent Voice: The Movie (2016),Movie,2016,8.2,78,8.4,,,7.2,
tt4729430,Klaus,Klaus (2019),Movie,2019,8.2,65,8.3,,,7.6,
tt3774114,Snowden,Snowden (2016),Movie,2016,7.3,58,7.1,,,6.4,
tt0382625,The Da Vinci Code,The Da Vinci Code (2006),Movie,2006,6.6,46,6.7,,6.7,5.7,
tt0420223,Stranger Than Fiction,Stranger Than Fiction (2006),Movie,2006,7.5,67,7.3,73,,6.9,
tt1285241,Don 2,Don 2 (2011),Movie,2011,7.1,49,7,,8,5.8,
tt1925421,Elena,Elena (2011),Movie,2011,7.3,87,7.3,,,6.9,
tt2334649,Fruitvale Station,Fruitvale Station (2013),Movie,2013,7.5,85,7.4,,,6.4,
tt5649144,The Florida Project,The Florida Project (2017),Movie,2017,7.6,92,7.4,96,,7.1,
tt8132700,Behind the Curve,Behind the Curve (2018),Movie,2018,6.5,,6.2,,,5.4,
tt1212450,Lawless,Lawless (2012),Movie,2012,7.3,58,7,,7.9,6.2,
tt0830515,Quantum of Solace,Quantum of Solace (2008),Movie,2008,6.6,58,6.3,64,,5.9,
tt1560747,The Master,The Master (2012),Movie,2012,7.2,86,7.2,,6,6.3,
tt0375912,Layer Cake,Layer Cake (2004),Movie,2004,7.3,73,7,,6.9,6.8,
tt0817177,Flipped,Flipped (2010),Movie,2010,7.7,45,7.8,,8.3,6.9,
tt0397535,Memoirs of a Geisha,Memoirs of a Geisha (2005),Movie,2005,7.4,54,7.7,,9,6.9,
tt0079501,Mad Max,Mad Max (1979),Movie,1979,6.9,73,6.7,90,,6.6,
tt6776106,And Breathe Normally,And Breathe Normally (2018),Movie,2018,6.9,77,6.9,,,6.7,
tt5715874,The Killing of a Sacred Deer,The Killing of a Sacred Deer (2017),Movie,2017,7,73,7,80,,6.6,
tt5519340,Bright,Bright (2017),Movie,2017,6.3,29,6.2,,,5.1,
tt1068680,Yes Man,Yes Man (2008),Movie,2008,6.8,46,6.6,,,5.8,
tt1618434,Murder Mystery,Murder Mystery (2019),Movie,2019,6,38,6.3,,,4.4,
tt1401152,Unknown,Unknown (2011),Movie,2011,6.8,56,6.6,,8.2,6.2,
tt8106534,6 Underground,6 Underground (2019),Movie,2019,6.1,41,6.3,36,,5,
tt9261218,Uncorked,Uncorked (2020),Movie,2020,6.3,62,6.1,91,,5.3,
tt8959820,Petta,Petta (2019),Movie,2019,7.3,,7,67,,,
tt0058385,My Fair Lady,My Fair Lady (1964),Movie,1964,7.8,95,7.6,95,,7.6,
tt5566790,A Futile and Stupid Gesture,A Futile and Stupid Gesture (2018),Movie,2018,6.8,55,6.5,67,,5.7,
tt3661210,The Dig,The Dig (2021),Movie,2021,7.1,73,5.9,88,,6.4,
tt0250494,Legally Blonde,Legally Blonde (2001),Movie,2001,6.3,59,6.7,70,,4.4,
tt1496025,Underworld: Awakening,Underworld: Awakening (2012),Movie,2012,6.4,39,6.3,,8.2,5.1,
tt2431286,Philomena,Philomena (2013),Movie,2013,7.6,77,7.4,,8.3,6.7,
tt6452574,Sanju,Sanju (2018),Movie,2018,7.7,,7.5,,,6.1,
tt0365545,Nappily Ever After,Nappily Ever After (2018),Movie,2018,6.4,63,7.3,67,,5.1,
tt9893250,I Care a Lot,I Care a Lot (2020),Movie,2020,6.3,66,6.7,,,5.9,
tt1327773,Lee Daniels' The Butler,Lee Daniels' The Butler (2013),Movie,2013,7.2,65,7.4,,,6.6,
tt7399470,Qarib Qarib Single,Qarib Qarib Single (2017),Movie,2017,7.1,,7.1,89,,5.6,
tt1315981,A Single Man,A Single Man (2009),Movie,2009,7.6,77,7.3,,9.8,6.8,
tt2224026,Home,Home (2015),Movie,2015,6.6,55,6.8,52,,5.6,
tt1007028,Zack and Miri Make a Porno,Zack and Miri Make a Porno (2008),Movie,2008,6.5,56,6.2,,1,5.1,
tt3799232,The Kissing Booth,The Kissing Booth (2018),Movie,2018,6,,7.3,,,4.5,
tt5022702,Hush,Hush (2016),Movie,2016,6.6,67,6.8,,,5.5,
tt10456740,Lost Bullet,Lost Bullet (2020),Movie,2020,6.2,78,6.7,,,5.6,
tt0292490,Dil Chahta Hai,Dil Chahta Hai (2001),Movie,2001,8.1,,7,,,6.2,
tt0126886,Election,Election (1999),Movie,1999,7.2,83,6.8,92,,6.5,
tt0305973,Sonny,Sonny (2002),Movie,2002,5.6,31,4.9,,,5.6,
tt1764234,Killing Them Softly,Killing Them Softly (2012),Movie,2012,6.2,64,6,,6.2,5.8,
tt0244244,Swordfish,Swordfish (2001),Movie,2001,6.5,32,6.2,25,,6,
tt5562070,Wish Dragon,Wish Dragon (2021),Movie,2021,7.2,60,8.2,65,,6.4,
tt0190138,The Whole Nine Yards,The Whole Nine Yards (2000),Movie,2000,6.7,47,6.5,43,,6.1,
tt5155780,The Discovery,The Discovery (2017),Movie,2017,6.3,54,6.3,,,5.3,
tt0482606,The Strangers,The Strangers (2008),Movie,2008,6.2,47,6.1,48,,5.1,
tt1911658,Penguins of Madagascar,Penguins of Madagascar (2014),Movie,2014,6.7,53,6.5,,,5.4,
tt0111573,The Voyeur,The Voyeur (1994),Movie,1994,5.6,,4.7,,,4.7,
tt4695012,It Comes at Night,It Comes at Night (2017),Movie,2017,6.2,78,5.8,,,5.4,
tt0368008,The Manchurian Candidate,The Manchurian Candidate (2004),Movie,2004,6.6,76,6.4,80,,6,
tt4738174,Bon Cop Bad Cop 2,Bon Cop Bad Cop 2 (2017),Movie,2017,6.7,,6.4,75,,5.4,
tt0440803,Shutter,Shutter (2004),Movie,2004,7.1,,7.2,58,,6.2,
tt4129428,Jagga Jasoos,Jagga Jasoos (2017),Movie,2017,6.5,,5.9,83,,6,
tt7497366,The Burial of Kojo,The Burial of Kojo (2018),Movie,2018,6.5,93,6.8,,,6.1,
tt0389790,Bee Movie,Bee Movie (2007),Movie,2007,6.1,54,6,,8.2,5.4,
tt2566644,Seoul Searching,Seoul Searching (2015),Movie,2015,7,63,7.3,,,6.3,
tt1691916,Before I Fall,Before I Fall (2017),Movie,2017,6.5,58,7,,,5.6,
tt6306064,Adrift,Adrift (2018),Movie,2018,6.6,56,6.8,,,5.7,
tt7455754,The Game Changers,The Game Changers (2018),Movie,2018,7.9,,7.3,70,,6.5,
tt9777644,Da 5 Bloods,Da 5 Bloods (2020),Movie,2020,6.5,82,6.6,92,,5.3,
tt1440728,The American,The American (2010),Movie,2010,6.3,61,5.9,,10,5.2,
tt4807408,The Best of Enemies,The Best of Enemies (2019),Movie,2019,7.2,49,7.4,53,,6.7,
tt7057496,Forgotten,Forgotten (2017),Movie,2017,7.5,,8,,,6.7,
tt1023111,Never Back Down,Never Back Down (2008),Movie,2008,6.6,39,6.7,23,,5.6,
tt1821480,Kahaani,Kahaani (2012),Movie,2012,8.1,,7.3,,,6.6,
tt7530986,Lady J,Lady J (2018),Movie,2018,6.9,,6.3,,,6.2,
tt0373926,The Interpreter,The Interpreter (2005),Movie,2005,6.4,62,6.3,,8.8,6,
tt0277371,Not Another Teen Movie,Not Another Teen Movie (2001),Movie,2001,5.7,32,5.7,29,,5,
tt2548396,The Cloverfield Paradox,The Cloverfield Paradox (2018),Movie,2018,5.5,37,5.6,,,4.8,
tt7933796,Disclosure,Disclosure (2020),Movie,2020,5.6,,7,100,,,
tt4382552,Hot Girls Wanted,Hot Girls Wanted (2015),Movie,2015,6.1,,6,,,5.5,
tt2101341,Dead Man Down,Dead Man Down (2013),Movie,2013,6.5,39,6.1,,7.3,5.7,
tt1135084,Takers,Takers (2010),Movie,2010,6.2,45,6.2,,7.1,5.5,
tt10189514,Soorarai Pottru,Soorarai Pottru (2020),Movie,2020,9.1,,8.3,,,,
tt0103976,City of Joy,City of Joy (1992),Movie,1992,6.5,,6.6,,,6.4,
tt4273292,Under the Shadow,Under the Shadow (2016),Movie,2016,6.9,83,6.5,,,5.8,
tt8099236,The Silence of Others,The Silence of Others (2018),Movie,2018,8,73,8.1,,,7.7,
tt0457510,Nacho Libre,Nacho Libre (2006),Movie,2006,5.8,52,6.2,,,4.3,
tt1186367,Ninja Assassin,Ninja Assassin (2009),Movie,2009,6.3,34,6.5,,7.5,5.2,
tt9067182,Rocks,Rocks (2019),Movie,2019,7.5,96,6.8,97,,6.3,
tt1800741,Step Up Revolution,Step Up Revolution (2012),Movie,2012,6.4,43,6.9,,,5.2,
tt7525778,The Package,The Package (2018),Movie,2018,5.5,,6,,,4.6,
tt4357394,Tau,Tau (2018),Movie,2018,5.8,43,6.2,,,4.9,
tt1240982,Your Highness,Your Highness (2011),Movie,2011,5.5,31,5.3,,7.3,4.2,
tt0346491,Alexander,Alexander (2004),Movie,2004,5.6,39,5.9,16,,5.2,
tt3907584,All the Bright Places,All the Bright Places (2020),Movie,2020,6.5,61,7.7,,,5.8,
tt0088194,Streets of Fire,Streets of Fire (1984),Movie,1984,6.7,59,6.8,69,,6.3,
tt2072233,Sleepless,Sleepless (2017),Movie,2017,5.6,34,5.9,,,4.7,
tt5785170,Toilet: A Love Story,Toilet: A Love Story (2017),Movie,2017,7.2,,7,23,,6.2,
tt4995790,The Square,The Square (2017),Movie,2017,7.2,73,6.8,,,6.4,
tt0093886,Roxanne,Roxanne (1987),Movie,1987,6.6,73,6.4,,,5.7,
tt5946128,Dear Zindagi,Dear Zindagi (2016),Movie,2016,7.6,,7,,,6.2,
tt0270053,Vizontele,Vizontele (2001),Movie,2001,8,,7.2,,,6.2,
tt8231668,Good on Paper,Good on Paper (2021),Movie,2021,5.6,54,5.7,51,,4.5,
tt5690810,Ophelia,Ophelia (2018),Movie,2018,6.6,60,7.4,61,,5.8,
tt7315484,The Silence,The Silence (2019),Movie,2019,5.3,25,6.1,29,,4.4,
tt3444312,Abducted in Plain Sight,Abducted in Plain Sight (2017),Movie,2017,6.8,,6.4,,,6.3,
