imDbId,title,fullTitle,type,year,imDb,metacritic,theMovieDb,rottenTomatoes,tV_com,filmAffinity,errorMessage
tt0108147,Sister Act 2: Back in the Habit,Sister Act 2: Back in the Habit (1993),Movie,1993,5.6,38,6.4,19,,4.3,
tt0116669,Jack,Jack (1996),Movie,1996,5.8,31,6.3,,,5.3,
tt1075417,Race to Witch Mountain,Race to Witch Mountain (2009),Movie,2009,5.7,52,5.8,,,4.4,
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules (2011),Movie,2011,6.5,51,6.5,,8.6,5.4,
tt2175842,The Longest Daycare,The Longest Daycare (2012),Movie,2012,7.3,,6.9,,,6.6,
tt0097674,Knick Knack,Knick Knack (1989),Movie,1989,7.5,,7.1,,,6.6,
tt1691917,Planes,Planes (2013),Movie,2013,5.7,39,5.9,,5.8,4.8,
tt0119190,George of the Jungle,George of the Jungle (1997),Movie,1997,5.5,53,5.6,56,,4,
tt5117876,Descendants 2,Descendants 2 (2017),Movie,2017,6.5,,7.4,,,4.6,
tt0041094,The Adventures of Ichabod and Mr. Toad,The Adventures of Ichabod and Mr. Toad (1949),Movie,1949,7,74,6.5,94,,6.6,
tt0323250,Mike's New Car,Mike's New Car (2002),Movie,2002,7.1,,6.9,,,5.8,
tt0048445,Oklahoma!,Oklahoma! (1955),Movie,1955,7.1,74,6.6,88,,6.3,
tt0109190,Baby's Day Out,Baby's Day Out (1994),Movie,1994,6.2,,6.1,,,4.2,
tt0279967,Mulan II,Mulan II (2004),Movie,2004,5.7,,6.5,0,,4.6,
tt0810900,High School Musical 2,High School Musical 2 (2007),Movie,2007,5.1,72,6.5,83,,4.1,
tt4941804,Riley's First Date?,Riley's First Date? (2015),Movie,2015,7.5,,7.2,,,6.6,
tt0238414,Mickey's Once Upon a Christmas,Mickey's Once Upon a Christmas (1999),Movie,1999,7.1,,7.1,40,,5.8,
tt0050798,Old Yeller,Old Yeller (1957),Movie,1957,7.3,84,6.9,,,6.4,
tt0382937,Recess: Taking the Fifth Grade,Recess: Taking the Fifth Grade (2003),Movie,2003,6.8,,6.4,,,5.6,
tt0457993,Lilo & Stitch 2: Stitch Has a Glitch,Lilo & Stitch 2: Stitch Has a Glitch (2005),Movie,2005,6.3,,6.6,40,,5.2,
tt5523010,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms (2018),Movie,2018,5.6,39,6.1,,,5,
tt1825918,Phineas and Ferb the Movie: Across the 2nd Dimension,Phineas and Ferb the Movie: Across the 2nd Dimension (2011),Movie,2011,7.4,,6.8,,,,
tt14499632,22 vs. Earth,22 vs. Earth (2021),Movie,2021,6.5,,7.2,,,5.5,
tt6811018,The Kid Who Would Be King,The Kid Who Would Be King (2019),Movie,2019,6,66,6.1,,,5.4,
tt0107952,The Return of Jafar,The Return of Jafar (1994),Movie,1994,5.9,,6.1,,,4.9,
tt14957270,"The Good, the Bart, and the Loki","The Good, the Bart, and the Loki (2021)",Movie,2021,7,,7.7,,,4.7,
tt0373051,Journey to the Center of the Earth,Journey to the Center of the Earth (2008),Movie,2008,5.8,57,6,,6.1,4.5,
tt7728344,Marvel Rising: Secret Warriors,Marvel Rising: Secret Warriors (2018),Movie,2018,5.2,,7,,,5,
tt0091455,Luxo Jr.,Luxo Jr. (1986),Movie,1986,7.3,,7.1,,,6.3,
tt0089731,One Magic Christmas,One Magic Christmas (1985),Movie,1985,6.5,,5.8,47,,4.9,
tt1216515,Tinker Bell and the Great Fairy Rescue,Tinker Bell and the Great Fairy Rescue (2010),Movie,2010,6.9,,6.7,,,5.8,
tt9536832,Kitbull,Kitbull (2019),Movie,2019,8,,8.1,,,7.3,
tt0019422,Steamboat Willie,Steamboat Willie (1928),Movie,1928,7.6,,7.3,,,6.9,
tt0306841,The Lizzie McGuire Movie,The Lizzie McGuire Movie (2003),Movie,2003,5.5,56,6.3,40,,4.2,
tt0283084,Tuck Everlasting,Tuck Everlasting (2002),Movie,2002,6.6,66,6.6,60,,5.8,
tt0485985,Red Tails,Red Tails (2012),Movie,2012,5.9,46,6.5,,,5.4,
tt13524234,Folklore: The Long Pond Studio Sessions,Folklore: The Long Pond Studio Sessions (2020),Movie,2020,8.5,,8.7,,,7.6,
tt14062858,Us Again,Us Again (2021),Movie,2021,8,,8.2,,,7,
tt0338094,The Haunted Mansion,The Haunted Mansion (2003),Movie,2003,5,34,5.6,,7.5,4.1,
tt0396652,Ice Princess,Ice Princess (2005),Movie,2005,6,55,6.4,52,,4.2,
tt0962726,High School Musical 3: Senior Year,High School Musical 3: Senior Year (2008),Movie,2008,4.9,57,6.6,63,,4.1,
tt0416508,Becoming Jane,Becoming Jane (2007),Movie,2007,7,55,7.3,,,6.3,
tt0395479,Boundin',Boundin' (2003),Movie,2003,6.9,,6.6,,,6,
tt0765128,Oceans,Oceans (2009),Movie,2009,7.8,75,7.3,,9.5,8,
tt1850374,Toy Story Toons: Hawaiian Vacation,Toy Story Toons: Hawaiian Vacation (2011),Movie,2011,7.3,,7,,,6.4,
tt0092086,Three Amigos!,Three Amigos! (1986),Movie,1986,6.5,52,6.4,,,4.7,
tt1305591,Mars Needs Moms,Mars Needs Moms (2011),Movie,2011,5.4,49,6,,4.5,4.9,
tt1474311,Prep & Landing,Prep & Landing (2009),Movie,2009,7.7,,7,,,5.8,
tt0361089,Valiant,Valiant (2005),Movie,2005,5.5,45,5.5,32,,5.2,
tt2762970,Cloud 9,Cloud 9 (2014),Movie,2014,6.6,,6.9,,,4.8,
tt0211181,102 Dalmatians,102 Dalmatians (2000),Movie,2000,4.9,35,5.5,,,3.8,
tt0467421,Twitches,Twitches (2005),Movie,2005,5.8,,6.7,60,,4.3,
tt0446724,Kim Possible: So the Drama,Kim Possible: So the Drama (2005),Movie,2005,7.2,,6.9,,,4.6,
tt0119432,Jungle 2 Jungle,Jungle 2 Jungle (1997),Movie,1997,5.2,42,5.2,,,3.4,
tt0291082,Cinderella 2: Dreams Come True,Cinderella 2: Dreams Come True (2001),Movie,2001,5,,6.1,11,,4.1,
tt0455499,Garfield: A Tail of Two Kitties,Garfield: A Tail of Two Kitties (2006),Movie,2006,5,37,5.5,12,,4,
tt1159961,Waking Sleeping Beauty,Waking Sleeping Beauty (2009),Movie,2009,7.6,70,7.4,71,,6.8,
tt6473066,Clouds,Clouds (2020),Movie,2020,7.5,55,8.4,,,6.4,
tt3979300,Magic Camp,Magic Camp (2020),Movie,2020,6.4,,7.1,,,5.2,
tt3764966,Teen Beach 2,Teen Beach 2 (2015),Movie,2015,6,,6.8,56,,4.3,
tt0209069,Judging Amy,Judging Amy (1999–2005),TVSeries,1999,7,,7.6,,,4.9,
tt0381006,America's Heart & Soul,America's Heart & Soul (2004),Movie,2004,5.1,55,3.6,,,,
tt0108377,Trail Mix-Up,Trail Mix-Up (1993),Movie,1993,7.2,,6.8,,,6.3,
tt0374926,Once Upon a Mattress,Once Upon a Mattress (1972),Movie,1972,8.1,,,,,,
tt0313680,Tarzan & Jane,Tarzan & Jane (2002),Movie,2002,5.4,,6,,,5.1,
tt0323810,Right on Track,Right on Track (2003),Movie,2003,6.3,,6.5,,,,
tt1222816,Disneynature: Wings of Life,Disneynature: Wings of Life (2011),Movie,2011,7.3,,7.1,,,7.3,
tt0059793,That Darn Cat!,That Darn Cat! (1965),Movie,1965,6.8,71,6.7,94,,5.3,
tt0817307,The Sandlot: Heading Home,The Sandlot: Heading Home (2007),Movie,2007,5,,6,,,4,
tt0111271,Squanto: A Warrior's Tale,Squanto: A Warrior's Tale (1994),Movie,1994,6,,6.4,,,4.5,
tt0074599,Gus,Gus (1976),Movie,1976,5.9,52,5.9,,6,,
tt10167262,Lamp Life,Lamp Life (2020),Movie,2020,6.8,,7.3,,,6,
tt0031431,The Hockey Champ,The Hockey Champ (1939),Movie,1939,7.1,,6.8,,,6.1,
tt0187819,Doug's 1st Movie,Doug's 1st Movie (1999),Movie,1999,5,,5.5,,10,4.7,
tt0026816,On Ice,On Ice (1935),Movie,1935,7.4,,6.5,,,6.2,
tt1458175,The Next Three Days,The Next Three Days (2010),Movie,2010,7.3,52,7,,8.6,6.5,
tt0029930,Boat Builders,Boat Builders (1938),Movie,1938,7.3,,6.9,,,6.2,
tt0038674,A Knight for a Day,A Knight for a Day (1946),Movie,1946,6.8,,6.2,,,5.9,
tt0481513,Dr. Dolittle 3,Dr. Dolittle 3 (2006),Movie,2006,4,,5.2,,,2.9,
tt0313634,The Scream Team,The Scream Team (2002),Movie,2002,6.6,,6.2,,,,
tt0027569,Elmer Elephant,Elmer Elephant (1936),Movie,1936,6.9,,5.8,,,5.9,
tt0299943,Gotta Kick It Up!,Gotta Kick It Up! (2002),Movie,2002,5.8,,6.8,,,,
tt0276033,The Country Bears,The Country Bears (2002),Movie,2002,4.2,37,4.7,,,3.5,
tt0218440,Miracle in Lane 2,Miracle in Lane 2 (2000),Movie,2000,6.1,,6.2,,,,
tt0282123,A Ring of Endless Light,A Ring of Endless Light (2002),Movie,2002,6,,7.1,,,,
tt0167038,Belle's Magical World,Belle's Magical World (1998),Movie,1998,5.2,,6.3,17,,4,
tt0271172,Jumping Ship,Jumping Ship (2001),Movie,2001,6.2,,6.4,,,3.7,
tt0025200,The Grasshopper and the Ants,The Grasshopper and the Ants (1934),Movie,1934,7.3,,6.4,,,6,
tt0029188,Magician Mickey,Magician Mickey (1937),Movie,1937,7.3,,6.5,,,6.6,
tt3221698,Iron Man & Hulk: Heroes United,Iron Man & Hulk: Heroes United (2013),Movie,2013,4.7,,5.3,,,3.7,
tt0028368,Three Little Wolves,Three Little Wolves (1936),Movie,1936,7.1,,6.5,,,5.9,
tt0111701,White Fang 2: Myth of the White Wolf,White Fang 2: Myth of the White Wolf (1994),Movie,1994,5.4,,6.6,,,4,
tt1090750,Dadnapped,Dadnapped (2009),Movie,2009,4.9,,5.1,,,3.6,
tt0206123,Mars and Beyond,Mars and Beyond (2000),Movie,2000,3,,,,,,
tt0244764,Rip Girls,Rip Girls (2000),Movie,2000,6.1,,6.4,,,,
tt0053352,Third Man on the Mountain,Third Man on the Mountain (1959),Movie,1959,7.1,,6.3,,,6,
tt6467274,Atlantis Rising,Atlantis Rising (2017),Movie,2017,6.5,,6,,,6,
tt0322389,George of the Jungle 2,George of the Jungle 2 (2003),Movie,2003,3.4,,4.5,,,2.5,
tt11295300,Marvel Studios: Expanding the Universe,Marvel Studios: Expanding the Universe (2019),Movie,2019,6.8,,5.3,,,,
tt10719984,Expedition Amelia,Expedition Amelia (2019),Movie,2019,7.2,,7.2,,,,
tt0031086,Beach Picnic,Beach Picnic (1939),Movie,1939,6.7,,6,,,6,
tt0055740,Almost Angels,Almost Angels (1962),Movie,1962,6.5,,6.6,,,6.8,
tt0022647,Babes in the Woods,Babes in the Woods (1932),Movie,1932,6.7,,6,,,6,
tt0033568,Early to Bed,Early to Bed (1941),Movie,1941,7.2,,6.6,,,6.4,
tt0071288,The Castaway Cowboy,The Castaway Cowboy (1974),Movie,1974,5.9,,6,,,,
tt0028981,Hawaiian Holiday,Hawaiian Holiday (1937),Movie,1937,7.1,,6.1,,,6.2,
tt0033824,Lend a Paw,Lend a Paw (1941),Movie,1941,7,,6.8,,,6.5,
tt0043428,Corn Chips,Corn Chips (1951),Movie,1951,7.4,,7.1,,,6.4,
tt0047803,The African Lion,The African Lion (1955),Movie,1955,7.2,,7.1,,,,
tt12137534,Jane Goodall: The Hope,Jane Goodall: The Hope (2020),Movie,2020,7.9,,9,,,,
tt0379060,Zenon: Z3,Zenon: Z3 (2004),Movie,2004,5.5,,5.6,,,,
tt6508408,Gender Revolution,Gender Revolution (2017),Movie,2017,5.7,,6.4,,,,
tt3920782,Life-Size 2,Life-Size 2 (2018),Movie,2018,4.7,,6.2,,,,
tt0042047,Winter Storage,Winter Storage (1949),Movie,1949,7.3,,6.7,,,6.4,
tt0035148,The Olympic Champ,The Olympic Champ (1942),Movie,1942,7,,6.4,,,6.3,
tt15090776,Growing Fangs,Growing Fangs (2021),Movie,2021,6.5,,6.8,,,4.1,
tt11448424,High School Musical: The Musical: The Series: The Special,High School Musical: The Musical: The Series: The Special (2019),Movie,2019,7.6,,8.7,,,5.4,
tt0028365,Three Blind Mouseketeers,Three Blind Mouseketeers (1936),Movie,1936,6.3,,6.5,,,5.6,
tt0318850,The Young Black Stallion,The Young Black Stallion (2003),Movie,2003,5.6,51,6.7,45,,5,
tt0043063,Trailer Horn,Trailer Horn (1950),Movie,1950,6.9,,6.4,,,6.3,
tt0034875,How to Swim,How to Swim (1942),Movie,1942,7.1,,6.6,,,6,
tt0116756,Kazaam,Kazaam (1996),Movie,1996,3,24,4.3,,,2.2,
tt0038489,Double Dribble,Double Dribble (1946),Movie,1946,6.8,,6.2,,,5.7,
tt0036933,How to Play Football,How to Play Football (1944),Movie,1944,7.2,,6.7,,,5.8,
tt0047043,Grand Canyonscope,Grand Canyonscope (1954),Movie,1954,7,,6.3,,,6.1,
tt0075347,Treasure of Matecumbe,Treasure of Matecumbe (1976),Movie,1976,6.2,,6.1,,,5.8,
tt0044835,Let's Stick Together,Let's Stick Together (1952),Movie,1952,6.8,,6.2,,,6.4,
tt0068276,The Biscuit Eater,The Biscuit Eater (1972),Movie,1972,5.8,,5.7,,,,
tt0045038,Pluto's Party,Pluto's Party (1952),Movie,1952,6.5,,6.1,,,6.3,
tt4743564,Drain the Titanic,Drain the Titanic (2015),Movie,2015,6.4,,7.3,,,5.7,
tt1127884,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert (2008),Movie,2008,2.4,59,6.2,,,3.4,
tt0047867,Beezy Bear,Beezy Bear (1955),Movie,1955,7.2,,5.7,,,6.1,
tt14017018,Own the Room,Own the Room (2021),Movie,2021,6.6,68,6.5,,,,
tt0382936,Recess: All Growed Down,Recess: All Growed Down (2003),Movie,2003,6.6,,6,,,5.3,
tt0042471,Food for Feudin',Food for Feudin' (1950),Movie,1950,6.8,,5.8,,,5.9,
tt0496386,Bao hu lu de mi mi,Bao hu lu de mi mi (2007),Movie,2007,5.2,,7.3,,,4.7,
tt0186910,Can of Worms,Can of Worms (1999),Movie,1999,5,,4.5,,,,
tt10290670,The Lost Tomb of Alexander the Great,The Lost Tomb of Alexander the Great (2019),Movie,2019,6.6,,8,,,5.9,
tt11278760,Myth: A Frozen Tale,Myth: A Frozen Tale (2019),Movie,2019,5.9,,5.8,,,4.7,
tt0040698,Pluto's Purchase,Pluto's Purchase (1948),Movie,1948,6.5,,6.5,,,5.6,
tt0041751,Pluto and the Gopher,Pluto and the Gopher (1950),Movie,1950,6.2,,6.7,,,5.8,
tt7775248,Decorating Disney: Holiday Magic,Decorating Disney: Holiday Magic (2017),Movie,2017,6.9,,7.2,,,,
tt4052050,He's Out There,He's Out There (2018),Movie,2018,5.2,,5.8,,,4.5,
tt1653690,Ong-bak 3,Ong-bak 3 (2010),Movie,2010,5,38,6,50,,3.5,
tt0088678,The Adventures of Mark Twain,The Adventures of Mark Twain (1985),Movie,1985,7.4,,6.9,80,,6.9,
tt5586052,The Invisibles,The Invisibles (2017),Movie,2017,7.2,60,6.9,,,6.6,
tt0090213,Tuff Turf,Tuff Turf (1985),Movie,1985,6.1,37,6,17,,5.3,
tt7153488,Army of One,Army of One (2020),Movie,2020,4.5,,5.2,,,3.9,
tt1801552,Gotti,Gotti (2018),Movie,2018,4.7,24,5.3,,,4.3,
tt2340650,East Side Sushi,East Side Sushi (2014),Movie,2014,7.2,70,6.8,,,5.9,
tt0926063,Dance of the Dead,Dance of the Dead (2008),Movie,2008,5.8,,5.9,,,4.6,
tt7208564,Blood Fest,Blood Fest (2018),Movie,2018,5.4,54,5.4,,,4.8,
tt1740710,Mere Brother Ki Dulhan,Mere Brother Ki Dulhan (2011),Movie,2011,5.8,,6.1,,,,
tt4872078,The Intervention,The Intervention (2016),Movie,2016,6.1,57,6,,,4.9,
tt1047610,Doug Stanhope: No Refunds,Doug Stanhope: No Refunds (2007),Movie,2007,8.2,,7.7,,,,
tt3748440,Blue Mountain State: The Rise of Thadland,Blue Mountain State: The Rise of Thadland (2016),Movie,2016,5.7,,5.6,,,4.2,
tt3072482,Hardcore Henry,Hardcore Henry (2015),Movie,2015,6.7,51,6.3,,,6.1,
tt0401815,Tamara,Tamara (2005),Movie,2005,5.1,34,5.3,32,,3.7,
tt1158939,Never Grow Old,Never Grow Old (2019),Movie,2019,5.9,65,6.1,,,6,
tt8983164,Chhalaang,Chhalaang (2020),Movie,2020,6.8,,6.4,70,,,
tt10308928,Force of Nature,Force of Nature (2020),Movie,2020,4.5,29,5.2,,,3.6,
tt0080905,Fists of the White Lotus,Fists of the White Lotus (1980),Movie,1980,7.2,,6,,,6.5,
tt2093995,Fort Bliss,Fort Bliss (2014),Movie,2014,6.4,68,6.7,,,5.4,
tt0074730,Kabhie Kabhie,Kabhie Kabhie (1976),Movie,1976,7.4,,5.7,,,,
tt1930315,Cyberbully,Cyberbully (2011),Movie,2011,5.5,,6.2,,,4.3,
tt2238837,Kadhalil Sodhappuvadhu Yeppadi,Kadhalil Sodhappuvadhu Yeppadi (2012),Movie,2012,7.1,,5.7,,,,
tt0445939,The Burrowers,The Burrowers (2008),Movie,2008,5.7,,5.8,75,,5.2,
tt0272736,Let's Be Friends!,Let's Be Friends! (2002),Movie,2002,5.1,,6.4,,,,
tt1134854,Survival of the Dead,Survival of the Dead (2009),Movie,2009,4.9,43,4.9,,,3.9,
tt6026818,Sharkwater Extinction,Sharkwater Extinction (2018),Movie,2018,7.7,76,7.2,100,,7,
tt6265988,Bhoomi,Bhoomi (2017),Movie,2017,5.4,,5.9,,,,
tt0495034,Golmaal: Fun Unlimited,Golmaal: Fun Unlimited (2006),Movie,2006,7.4,,6.6,,,,
tt0045564,The Blue Gardenia,The Blue Gardenia (1953),Movie,1953,6.9,,6.6,,,6.8,
tt4651410,Precious Cargo,Precious Cargo (2016),Movie,2016,4.6,27,5.1,,,3.5,
tt0119095,FairyTale: A True Story,FairyTale: A True Story (1997),Movie,1997,6.5,,6.4,,,5.9,
tt3563262,Submergence,Submergence (2017),Movie,2017,5.4,38,5.4,22,,4.7,
tt1149405,Trouble the Water,Trouble the Water (2008),Movie,2008,7.3,83,7,,,6.6,
tt0085912,Mashaal,Mashaal (1984),Movie,1984,7.3,,8.5,,,,
tt1757742,Apartment 143,Apartment 143 (2011),Movie,2011,5.1,,5.2,,,4.4,
tt0071338,Cockfighter,Cockfighter (1974),Movie,1974,7.1,,6.5,100,,6.6,
tt0052602,The Bat,The Bat (1959),Movie,1959,6.1,,6.1,,,5.5,
tt3739110,The Yellow Birds,The Yellow Birds (2017),Movie,2017,5.7,56,5.8,,,5,
tt1261900,Lovecraft: Fear of the Unknown,Lovecraft: Fear of the Unknown (2008),Movie,2008,7.2,,7.1,,,6.6,
tt2053352,Diana Vreeland: The Eye Has to Travel,Diana Vreeland: The Eye Has to Travel (2011),Movie,2011,7.5,69,7.3,,,7.2,
tt1587669,Body of Proof,Body of Proof (TV Series 2011–2013),TVSeries,2011,7.1,57,6.9,,,5.3,
tt0069341,Tales from the Crypt,Tales from the Crypt (1972),Movie,1972,6.9,,6.9,90,,5.9,
tt0286179,Sunshine State,Sunshine State (2002),Movie,2002,6.7,69,6.4,,,6.3,
tt0340376,The Statement,The Statement (2003),Movie,2003,6.2,45,5.7,23,,5.6,
tt3448226,Rampage: Capital Punishment,Rampage: Capital Punishment (2014),Movie,2014,6.1,,5.9,,,5.8,
tt1462901,All Is Bright,All Is Bright (2013),Movie,2013,5.6,54,5.2,49,,4.9,
tt1817676,Girl in Progress,Girl in Progress (2012),Movie,2012,5.6,45,5.6,,,4.2,
tt0954981,Cass,Cass (2008),Movie,2008,6.5,,5.9,,,5.9,
tt0090196,Transylvania 6-5000,Transylvania 6-5000 (1985),Movie,1985,5,10,5.5,18,,4.2,
tt3593046,Lost in the Sun,Lost in the Sun (2016),Movie,2016,6.1,34,6,20,,5.5,
tt4325400,Apex: The Story of the Hypercar,Apex: The Story of the Hypercar (2016),Movie,2016,7.3,,6.7,,,6.4,
tt1176251,Gigantic,Gigantic (2008),Movie,2008,6,38,5.7,36,,5.1,
tt2018079,Jappeloup,Jappeloup (2013),Movie,2013,6.7,,7.1,,,5.9,
tt1087527,Trucker,Trucker (2008),Movie,2008,6.6,61,6.4,,,5.6,
tt7284204,Summer '03,Summer '03 (2018),Movie,2018,5.5,45,5.9,61,,4.8,
tt0479044,Crips and Bloods: Made in America,Crips and Bloods: Made in America (2008),Movie,2008,6.9,,6.6,76,,7,
tt2308773,Ishaqzaade,Ishaqzaade (2012),Movie,2012,6.5,,6.5,,,,
tt0034303,Topper Returns,Topper Returns (1941),Movie,1941,6.9,,6.4,,8,6,
tt0097607,Jacknife,Jacknife (1989),Movie,1989,6.3,,6.5,,,5.7,
tt3665498,Beyond the Sky,Beyond the Sky (2018),Movie,2018,5.2,,5,,,4.2,
tt2724064,Sharknado,Sharknado (2013),Movie,2013,3.3,,3.9,,,3.4,
tt0028356,These Three,These Three (1936),Movie,1936,7.4,,7.3,100,,7.1,
tt0056736,L'Eclisse,L'Eclisse (1962),Movie,1962,7.9,,7.8,,,7.5,
tt0087805,Ninja III: The Domination,Ninja III: The Domination (1984),Movie,1984,5.4,25,6.1,,,4.8,
tt8102036,Kevin Smith: Silent But Deadly,Kevin Smith: Silent But Deadly (2018),Movie,2018,7,,6.7,,,,
tt0395571,Hawking,Hawking (2004),Movie,2004,7.5,,7.2,,,6.8,
tt0119644,Meet Wally Sparks,Meet Wally Sparks (1997),Movie,1997,5.3,,5.1,13,,,
tt3598178,John Leguizamo's Ghetto Klown,John Leguizamo's Ghetto Klown (2014),Movie,2014,7.5,,6.6,,,7.2,
tt2433040,Beyond the Mask,Beyond the Mask (2015),Movie,2015,5.1,,5.3,29,,3.8,
tt1034302,The Cry of the Owl,The Cry of the Owl (2009),Movie,2009,5.9,,5.7,11,,5.5,
tt1754853,Waiting for Lightning,Waiting for Lightning (2012),Movie,2012,7.4,45,5.5,,,,
tt3353060,Stealing Cars,Stealing Cars (2015),Movie,2015,5.8,,6.2,,,4.9,
tt0067602,Oasis of Fear,Oasis of Fear (1971),Movie,1971,6.2,,5.5,,,5.1,
tt5969180,I Hate Kids,I Hate Kids (2019),Movie,2019,5.2,12,6.4,,,,
tt0806147,Extreme Movie,Extreme Movie (2008),Movie,2008,3.7,,4.3,,4,3.2,
tt8766120,When We Last Spoke,When We Last Spoke (2019),Movie,2019,7.2,,,78,,,
tt3915160,A Secret Service Christmas,A Secret Service Christmas (2013),Movie,2013,5.7,,5.1,,,3.5,
tt0838231,Unfinished Sky,Unfinished Sky (2007),Movie,2007,6.8,,6.6,89,,,
tt0078767,The Amityville Horror,The Amityville Horror (1979),Movie,1979,6.3,28,6.3,,,5.6,
tt0080100,The Visitor,The Visitor (1979),Movie,1979,5.1,65,5.2,78,,4.4,
tt0103303,Year of the Gun,Year of the Gun (1991),Movie,1991,5.6,,4.9,,,5,
tt2326574,The Identical,The Identical (2014),Movie,2014,5.2,25,5.5,,,4.8,